"id","target"
133627,179.370944567753
133629,25.2763003211008
133630,29.3137832967541
133631,24.1020720107293
133633,26.8834584076585
133634,27.4688400653137
133635,81.3261667198453
133637,25.9409288493751
133638,28.9057859082455
133639,24.5544560322767
133641,27.0621887053707
133642,27.0321533546424
133643,185.621892123645
133645,27.3720876494159
133646,28.2614941463514
133647,25.1150343434484
133649,28.4104215568687
133650,26.6824806222565
133651,163.063240485814
133653,28.2027883889698
133654,28.6056244342323
133655,25.1263600155139
133657,29.5641191898016
133658,27.868217080508
133659,176.566942021078
133661,29.6483601404145
133662,28.7649592004765
133663,25.4017521920121
133665,29.4404980856764
133666,29.3805706951034
133667,160.009899221799
133669,30.7728441675433
133670,29.4012079221187
133671,25.2039167395224
133673,28.3447311707003
133674,31.0748087274193
133675,169.429009062023
133677,31.8295077035732
133678,29.1712859717112
133679,25.0562361011475
133681,28.4193015922608
133682,31.9781857821341
133683,148.856659127496
133685,29.5713563639846
133686,27.7177733213486
133687,24.5324341859201
133689,27.53609001829
133690,30.1249937901727
133691,95.3397327697977
133693,24.6110732964079
133694,23.1543478560523
133695,22.1548647429804
133697,23.8743716653625
133698,25.0033668457464
133699,52.5819870168063
133701,22.7030575243978
133702,21.4308737664549
133703,21.1184969961893
133705,21.9539430185679
133706,22.5550064632816
133707,32.9312666392279
133709,20.8490665135586
133710,20.8867819655876
133711,21.0076052213465
133713,22.0257975308948
133714,21.3238975427592
133715,25.5967901693683
133717,20.8350029843385
133718,21.3354086777722
133719,21.9558359276299
133721,22.9296944125799
133722,21.158055064578
133723,27.0571537786194
133725,21.6744913085622
133726,22.8255317984028
133727,23.2596190335937
133729,25.1035242346322
133730,21.844634195616
133731,22.0237772639701
133733,23.7653767444739
133734,23.8872759190575
133735,25.531715166375
133737,26.2802732997282
133738,23.6534638627068
133739,28.6128307759957
133741,26.4271570170471
133742,25.476059041314
133743,24.8021175250056
133745,27.2211038429012
133746,25.0444852410677
133747,45.4266749005959
133749,28.7801096915113
133750,27.5211880203881
133751,26.0013569756162
133753,28.8376095673678
133754,27.5003419485264
133755,56.1165867952294
133757,32.7158706268039
133758,27.6644753917873
133759,28.3396509221783
133761,29.3514087201146
133762,31.2667193919044
133763,89.4666865022664
133765,33.5718587369102
133766,28.5802800769567
133767,30.4861643405503
133769,30.4012709004064
133770,31.7159657064348
133771,122.612548589137
133773,40.9435442893571
133774,31.6923512968721
133775,31.0559023067307
133777,34.8423309368372
133778,41.9707372381355
133779,200.327077844619
133781,77.563867102701
133782,43.7030458813675
133783,34.2846759239298
133785,52.2788991355429
133786,70.8498962686348
133787,227.958995960334
133789,69.4992882930132
133790,55.0189093838938
133791,32.1103074424432
133793,54.5407299378873
133794,66.4041298963928
133795,199.45013285401
133797,34.3377601580496
133798,40.9603800637635
133799,28.5384354503775
133801,40.0201790386517
133802,35.3062515428437
133803,159.855072147365
133805,26.9080119795777
133806,32.7562897016223
133807,26.621682719393
133809,33.1171280506057
133810,28.4491633565142
133811,144.290526304176
133813,24.3292742127243
133814,29.2327497985519
133815,26.2799624895327
133817,29.8678820686265
133818,25.7761583293657
133819,132.203389588238
133820,24.1156195392045
133821,27.7810498642718
133822,25.5677958086168
133823,28.6007845779917
133824,24.550426451501
133825,118.084297687453
133826,24.9334147224908
133827,27.008581948675
133828,24.7571835170192
133829,27.626637053743
133830,23.5440095060746
133831,110.956086496729
133832,23.3293676461263
133833,25.3165802663409
133834,23.3650701354356
133835,25.440405947381
133836,22.4055786537901
133837,108.679885028718
133838,23.5848709991818
133839,24.2487091229466
133840,22.2113552187532
133841,24.2036312878203
133842,22.7799066602436
133843,121.277145786616
133844,25.0077156314044
133845,24.4111256255659
133846,22.0840506981675
133847,24.5968950112851
133848,24.2991197239751
133849,129.292984392824
133850,30.0858649933599
133851,26.2568349284145
133852,23.6622550346334
133853,26.3385811358638
133854,28.8115256783339
133855,144.526043446841
133856,32.9810489422925
133857,28.9431522836843
133858,25.2803022640399
133859,29.2645164745159
133860,32.2998037993895
133861,141.728942620686
133862,31.2518185963573
133863,29.0189376111546
133864,25.681136810914
133865,30.0841693892288
133866,30.6474913548128
133867,67.0312901629825
133868,23.039937952663
133869,22.279997972396
133870,21.6985942771618
133871,22.994597270862
133872,22.8394462502255
133873,7.15776214066966
133874,19.281734988505
133875,18.9693955652823
133876,19.3425271808942
133877,19.6718088337522
133878,19.7142468102659
133879,-8.57257490613586
133880,18.675262280703
133881,19.0520947333348
133882,19.8421319050939
133883,21.1663695048819
133884,18.7842982824751
133885,-0.0497930665738124
133886,19.1537110114014
133887,20.0486388768681
133888,21.4613519184674
133889,23.4376462054534
133890,19.5800460046049
133891,12.4184827005256
133892,20.4023115537412
133893,21.878140826419
133894,22.3881213703907
133895,25.105565103142
133896,20.9790891545651
133897,17.3885237343988
133898,22.5534695709187
133899,22.9965655250943
133900,23.4775383083689
133901,26.3669313701944
133902,22.803340988903
133903,32.3639278643668
133904,24.1399775983814
133905,25.0083782658416
133906,23.5365082806797
133907,27.3509747933722
133908,24.5019178226704
133909,37.3712849113057
133910,26.2273871095145
133911,26.0597682112223
133912,25.4008242243108
133913,28.8693046071781
133914,25.2885586368786
133915,28.5541417322742
133916,28.9490248744802
133917,25.9915267047574
133918,25.1589973521357
133919,31.0372391443344
133920,28.2282975550807
133921,63.0948529472076
133922,29.928796342326
133923,27.1247188698346
133924,28.44351645655
133925,31.6538412289393
133926,30.470161602938
133927,124.224212579407
133928,38.2028220807245
133929,32.4753722612369
